                MSCBC01%3A1000,BC3 1    eniq_oss_1 MSCBC01 1   2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       38    (NULL)      (NULL)          62            62          97           92 
                MSCBC01%3A1000,BC3 243  eniq_oss_1 MSCBC01 243 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       36    (NULL)      (NULL)          23            48          31            8 
                MSCBC01%3A1000,BC3 244  eniq_oss_1 MSCBC01 244 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         14       29    (NULL)      (NULL)           2            76          11           35 
                MSCBC01%3A1000,BC3 245  eniq_oss_1 MSCBC01 245 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         28       44    (NULL)      (NULL)          12            98          81           75 
                MSCBC01%3A1000,BC3 246  eniq_oss_1 MSCBC01 246 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         82       78    (NULL)      (NULL)           3            46          83           86 
                MSCBC01%3A1000,BC3 247  eniq_oss_1 MSCBC01 247 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          6       22    (NULL)      (NULL)           2             1          99           43 
                MSCBC01%3A1000,BC3 248  eniq_oss_1 MSCBC01 248 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         16       14    (NULL)      (NULL)          19            24          91           85 
                MSCBC01%3A1000,BC3 249  eniq_oss_1 MSCBC01 249 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         35       10    (NULL)      (NULL)          51            41          60           11 
                MSCBC01%3A1000,BC3 250  eniq_oss_1 MSCBC01 250 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         74       74    (NULL)      (NULL)           2            31          92           78 
                MSCBC01%3A1000,BC3 251  eniq_oss_1 MSCBC01 251 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         83       43    (NULL)      (NULL)          95            85          49           28 
                MSCBC01%3A1000,BC3 252  eniq_oss_1 MSCBC01 252 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          4       93    (NULL)      (NULL)           5            24          55           28 
                MSCBC01%3A1000,BC3 253  eniq_oss_1 MSCBC01 253 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         68       51    (NULL)      (NULL)          10            31          28           90 
                MSCBC01%3A1000,BC3 254  eniq_oss_1 MSCBC01 254 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         67        0    (NULL)      (NULL)          46            23          35           38 
                MSCBC01%3A1000,BC3 255  eniq_oss_1 MSCBC01 255 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         44       53    (NULL)      (NULL)          38            86          20           89 
                MSCBC01%3A1000,BC3 256  eniq_oss_1 MSCBC01 256 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         33       87    (NULL)      (NULL)           0            28          63           80 
                MSCBC01%3A1000,BC3 257  eniq_oss_1 MSCBC01 257 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         83       63    (NULL)      (NULL)          73            69          75           78 
                MSCBC01%3A1000,BC3 258  eniq_oss_1 MSCBC01 258 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         78       98    (NULL)      (NULL)          36            96          16           42 
                MSCBC01%3A1000,BC3 259  eniq_oss_1 MSCBC01 259 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         46       26    (NULL)      (NULL)          83            59          41           36 
                MSCBC01%3A1000,BC3 260  eniq_oss_1 MSCBC01 260 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         48       25    (NULL)      (NULL)          49            67          82           41 
                MSCBC01%3A1000,BC3 261  eniq_oss_1 MSCBC01 261 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63        7    (NULL)      (NULL)          56            68          90            4 
                MSCBC01%3A1000,BC3 262  eniq_oss_1 MSCBC01 262 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         24       80    (NULL)      (NULL)          36             6          74            8 
                MSCBC01%3A1000,BC3 263  eniq_oss_1 MSCBC01 263 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         55       79    (NULL)      (NULL)          91            32          71            3 
                MSCBC01%3A1000,BC3 264  eniq_oss_1 MSCBC01 264 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         31       41    (NULL)      (NULL)          82            84           4            0 
                MSCBC01%3A1000,BC3 265  eniq_oss_1 MSCBC01 265 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         21       86    (NULL)      (NULL)          58            37          75           51 
                MSCBC01%3A1000,BC3 266  eniq_oss_1 MSCBC01 266 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         70       29    (NULL)      (NULL)           2            30          63           84 
                MSCBC01%3A1000,BC3 267  eniq_oss_1 MSCBC01 267 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         10       68    (NULL)      (NULL)          31            12          76           47 
                MSCBC01%3A1000,BC3 268  eniq_oss_1 MSCBC01 268 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         57       51    (NULL)      (NULL)          28            29          55           85 
                MSCBC01%3A1000,BC3 269  eniq_oss_1 MSCBC01 269 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         79       34    (NULL)      (NULL)          67            39          88           41 
                MSCBC01%3A1000,BC3 270  eniq_oss_1 MSCBC01 270 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         96       84    (NULL)      (NULL)          29             8          93           20 
                MSCBC01%3A1000,BC3 271  eniq_oss_1 MSCBC01 271 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         22       38    (NULL)      (NULL)          86            18          46           31 
                MSCBC01%3A1000,BC3 272  eniq_oss_1 MSCBC01 272 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60       22    (NULL)      (NULL)          26            77          37           90 
                MSCBC01%3A1000,BC3 273  eniq_oss_1 MSCBC01 273 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         24       95    (NULL)      (NULL)           7            98          37           53 
                MSCBC01%3A1000,BC3 274  eniq_oss_1 MSCBC01 274 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          4       21    (NULL)      (NULL)          56            89           5           59 
                MSCBC01%3A1000,BC3 275  eniq_oss_1 MSCBC01 275 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         32        3    (NULL)      (NULL)          57            41          70           34 
                MSCBC01%3A1000,BC3 276  eniq_oss_1 MSCBC01 276 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          8       69    (NULL)      (NULL)          72            61           2           21 
                MSCBC01%3A1000,BC3 277  eniq_oss_1 MSCBC01 277 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56       86    (NULL)      (NULL)          58            57          50           24 
                MSCBC01%3A1000,BC3 278  eniq_oss_1 MSCBC01 278 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         87       17    (NULL)      (NULL)          11            51          63           17 
                MSCBC01%3A1000,BC3 279  eniq_oss_1 MSCBC01 279 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         67       77    (NULL)      (NULL)           2            20          30           70 
                MSCBC01%3A1000,BC3 280  eniq_oss_1 MSCBC01 280 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         52       65    (NULL)      (NULL)           8            28          49           63 
                MSCBC01%3A1000,BC3 281  eniq_oss_1 MSCBC01 281 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         86       79    (NULL)      (NULL)          87            84           8           29 
                MSCBC01%3A1000,BC3 282  eniq_oss_1 MSCBC01 282 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         10       53    (NULL)      (NULL)          95            42          94           47 
                MSCBC01%3A1000,BC3 283  eniq_oss_1 MSCBC01 283 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         45       95    (NULL)      (NULL)          78            73          79            6 
                MSCBC01%3A1000,BC3 284  eniq_oss_1 MSCBC01 284 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         91       52    (NULL)      (NULL)          65            40          90           42 
                MSCBC01%3A1000,BC3 285  eniq_oss_1 MSCBC01 285 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         43       46    (NULL)      (NULL)          63            90           6           44 
                MSCBC01%3A1000,BC3 286  eniq_oss_1 MSCBC01 286 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         94       81    (NULL)      (NULL)          35            74          20            1 
                MSCBC01%3A1000,BC3 287  eniq_oss_1 MSCBC01 287 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         16       75    (NULL)      (NULL)          52            33          22            2 
                MSCBC01%3A1000,BC3 288  eniq_oss_1 MSCBC01 288 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         70       68    (NULL)      (NULL)          87             8          37           42 
                MSCBC01%3A1000,BC3 289  eniq_oss_1 MSCBC01 289 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          9       48    (NULL)      (NULL)          43             3          68           27 
                MSCBC01%3A1000,BC3 290  eniq_oss_1 MSCBC01 290 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         95       81    (NULL)      (NULL)          56            52          40           25 
                MSCBC01%3A1000,BC3 291  eniq_oss_1 MSCBC01 291 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60       32    (NULL)      (NULL)          99            66           0           31 
                MSCBC01%3A1000,BC3 292  eniq_oss_1 MSCBC01 292 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          2       40    (NULL)      (NULL)          12            17          87            8 
                MSCBC01%3A1000,BC3 293  eniq_oss_1 MSCBC01 293 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         81       68    (NULL)      (NULL)          65            11          55           92 
                MSCBC01%3A1000,BC3 294  eniq_oss_1 MSCBC01 294 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         17       57    (NULL)      (NULL)          40            32          77           74 
                MSCBC01%3A1000,BC3 295  eniq_oss_1 MSCBC01 295 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63       38    (NULL)      (NULL)          17            88          61           35 
                MSCBC01%3A1000,BC3 296  eniq_oss_1 MSCBC01 296 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         78       21    (NULL)      (NULL)          93            67          25           30 
                MSCBC01%3A1000,BC3 297  eniq_oss_1 MSCBC01 297 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         30        9    (NULL)      (NULL)          79            74          24           31 
                MSCBC01%3A1000,BC3 298  eniq_oss_1 MSCBC01 298 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          4       78    (NULL)      (NULL)          85            31          90            8 
                MSCBC01%3A1000,BC3 299  eniq_oss_1 MSCBC01 299 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         39       76    (NULL)      (NULL)          16            88          56           39 
                MSCBC01%3A1000,BC3 300  eniq_oss_1 MSCBC01 300 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         22       46    (NULL)      (NULL)          73            69          67           97 
                MSCBC01%3A1000,BC3 301  eniq_oss_1 MSCBC01 301 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         11       18    (NULL)      (NULL)          84            59          33           32 
                MSCBC01%3A1000,BC3 302  eniq_oss_1 MSCBC01 302 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          2       42    (NULL)      (NULL)          87            36           9           19 
                MSCBC01%3A1000,BC3 303  eniq_oss_1 MSCBC01 303 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         90       47    (NULL)      (NULL)          64            36           0           15 
                MSCBC01%3A1000,BC3 304  eniq_oss_1 MSCBC01 304 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         76       45    (NULL)      (NULL)          60            41           0           67 
                MSCBC01%3A1000,BC3 305  eniq_oss_1 MSCBC01 305 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         38        6    (NULL)      (NULL)          82            55          97           97 
                MSCBC01%3A1000,BC3 306  eniq_oss_1 MSCBC01 306 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         83       19    (NULL)      (NULL)          85            95          62            6 
                MSCBC01%3A1000,BC3 307  eniq_oss_1 MSCBC01 307 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         94       25    (NULL)      (NULL)          91            35          93           74 
                MSCBC01%3A1000,BC3 308  eniq_oss_1 MSCBC01 308 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         49       52    (NULL)      (NULL)          46             2          12           97 
                MSCBC01%3A1000,BC3 309  eniq_oss_1 MSCBC01 309 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         37       60    (NULL)      (NULL)          53            70          46           38 
                MSCBC01%3A1000,BC3 310  eniq_oss_1 MSCBC01 310 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         69       16    (NULL)      (NULL)          67            71          76           75 
                MSCBC01%3A1000,BC3 311  eniq_oss_1 MSCBC01 311 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         84       71    (NULL)      (NULL)           4            34          73           41 
                MSCBC01%3A1000,BC3 312  eniq_oss_1 MSCBC01 312 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56       74    (NULL)      (NULL)          85            81           6           12 
                MSCBC01%3A1000,BC3 313  eniq_oss_1 MSCBC01 313 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         28       91    (NULL)      (NULL)           8            18          36           35 
                MSCBC01%3A1000,BC3 314  eniq_oss_1 MSCBC01 314 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          6       55    (NULL)      (NULL)          17            95          90           59 
                MSCBC01%3A1000,BC3 315  eniq_oss_1 MSCBC01 315 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         58       34    (NULL)      (NULL)          36            26          61           19 
                MSCBC01%3A1000,BC3 316  eniq_oss_1 MSCBC01 316 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         20       27    (NULL)      (NULL)          26            49          44           21 
                MSCBC01%3A1000,BC3 317  eniq_oss_1 MSCBC01 317 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          9       41    (NULL)      (NULL)          69            38          10           58 
                MSCBC01%3A1000,BC3 318  eniq_oss_1 MSCBC01 318 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         67       64    (NULL)      (NULL)          37            64          14           61 
                MSCBC01%3A1000,BC3 319  eniq_oss_1 MSCBC01 319 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          8       29    (NULL)      (NULL)          48            87          14           54 
                MSCBC01%3A1000,BC3 320  eniq_oss_1 MSCBC01 320 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         31       48    (NULL)      (NULL)          37            69          61           13 
                MSCBC01%3A1000,BC3 321  eniq_oss_1 MSCBC01 321 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         41       60    (NULL)      (NULL)          10            20          22           97 
                MSCBC01%3A1000,BC3 322  eniq_oss_1 MSCBC01 322 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         96       25    (NULL)      (NULL)           4            50           7           83 
                MSCBC01%3A1000,BC3 323  eniq_oss_1 MSCBC01 323 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         90       45    (NULL)      (NULL)          65            32           4           72 
                MSCBC01%3A1000,BC3 324  eniq_oss_1 MSCBC01 324 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       30    (NULL)      (NULL)           4            23          57           71 
                MSCBC01%3A1000,BC3 325  eniq_oss_1 MSCBC01 325 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         58       21    (NULL)      (NULL)          28            26          54           59 
                MSCBC01%3A1000,BC3 326  eniq_oss_1 MSCBC01 326 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         10       19    (NULL)      (NULL)          21            32          66           86 
                MSCBC01%3A1000,BC3 327  eniq_oss_1 MSCBC01 327 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         62       33    (NULL)      (NULL)          95            99          71           29 
